 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
1003,TRUE,831,en,FALSE,FALSE,Positive,"A great remake in most respects, though the constantly breaking combat knife is a pain in the ass. I miss the old unbreakable one that always came in clutch.Graphics are gorgeous. The gameplay is great, managed to update it while keeping the original RE4 vibes. The crafting is an interesting add on. There are a lot of cutscene and character design changes that purists might find annoying or pointless but I doubt they'll be playing this game anyway if they don't like remakes in the first place (which is fair, there are some terrible ones out there)All in all a great game worth a play."
1004,TRUE,831,en,FALSE,FALSE,Positive,"Very well done remake, its just a shame that they replaced Ada's VA with a awful one. But thankfull mods can fix that."
1005,TRUE,831,en,FALSE,FALSE,Positive,im convinced i heard leon more than my own name atp
1006,TRUE,827,en,FALSE,FALSE,Positive,Ada wong my beloved.
1007,TRUE,824,en,FALSE,FALSE,Positive,"To put it simply, games phenomenal"
1008,TRUE,823,en,FALSE,FALSE,Positive,The Residents Are Indeed Evil
1009,TRUE,822,en,FALSE,FALSE,Positive,holy sheet!!!! yes!!!!!!!!!!!!!
1011,TRUE,818,en,FALSE,FALSE,Positive,for a new person who just started playing resident evil 4 I never knew how realistic the graphics are but I have to say chapter 7 when enter the castle it bugged so much I had to restart my computer again not that I am saying is bad I am just trying to say that I feel like for resident evil 4 there should be more guns that the merchant sells and more boss battles and I think the chapters should also be a bit longer but most of it was fun just when I was shooting the zombies I felt bad because they don't look scary enough so yeah I thought I was going to give it a negative but re thinking it again I think it can be a positive
1012,TRUE,818,en,FALSE,FALSE,Positive,amazing game and the better combat mode than the old RE
1013,TRUE,815,en,FALSE,FALSE,Positive,Reminds me old days. A lot of fun!
1014,TRUE,814,en,FALSE,FALSE,Positive,Live for this kind of thing.
1015,TRUE,811,en,FALSE,FALSE,Positive,leon is so good looking in this game
1016,TRUE,808,en,FALSE,FALSE,Positive,hot main character
1017,TRUE,806,en,FALSE,FALSE,Positive,"You were a fine knight, Don Quixote."
1018,TRUE,800,en,FALSE,FALSE,Positive,"The best game ever made, period."
1019,TRUE,793,en,FALSE,FALSE,Positive,"I started this franchise with the second game, which was great. But when I hopped over to this one, it felt like a downgrade. Now, the game is good. It's good enough for me to recommend you give it a shot. But never play it as your first game. The graphics are good, and the character designs are amazing. This game had less annoying puzzles, and it felt much simpler. However, sometimes there's a lack of horror in a survival horror game. The only scary stuff in this game was the verdugo, regenerators, and the villagers with those flying flesh heads. Some dialogue felt bland though, like how when you fought that one soldier guy he just spams the word rookie and talks about how he's much better, and how you're undertrained for the entire fight. Also, Luis is overglazed. The merchant is the goat, he has everything, and he really helps you throughout the game, and I think the concept of him was smart. Some parts tend to feel a little repetitive, shoot villager, shotgun flying flesh head, roundhouse kick and a corny one-liner. There isn't much to go on about in this game, but there is a lot of action over horror. Overall, I recommend it. It was good and fun to play, and further helps you on Leon's story for the people who are just getting into the franchise for Requiem. Score: 8.3/10"
1020,TRUE,789,en,FALSE,FALSE,Positive,"What an amazing remake, so glsd i was given this and finally played it! Beautiful work to everyone that made this game possible!"
1021,TRUE,785,en,FALSE,FALSE,Positive,ada alone makes this game a 10/10 ngl
1022,TRUE,782,en,FALSE,FALSE,Positive,very much love this game <3
1023,TRUE,782,en,FALSE,FALSE,Positive,Wait this is actually goated
1024,TRUE,777,en,FALSE,FALSE,Positive,Where'd Everyone Go? Bingo???
1025,TRUE,776,en,FALSE,FALSE,Positive,absolutely awesome game
1026,TRUE,773,en,FALSE,FALSE,Positive,10/10 would smash Leon
1027,TRUE,771,en,FALSE,FALSE,Positive,Knife durability sucks ass cause its cheap devs move beside that game is damn good!
1028,TRUE,768,en,FALSE,FALSE,Positive,This game is insane
1029,TRUE,767,en,FALSE,FALSE,Positive,"For me, one of the best"
1030,TRUE,765,en,FALSE,FALSE,Positive,This is my favorite
1031,TRUE,765,en,FALSE,FALSE,Positive,if youre starting as a new player in series because re 9 came out like me play 2 then come to this game 2 and 4 have to be my favorites but 4 takes the cake but go play 2 so you know leons story ;)
1032,TRUE,760,en,FALSE,FALSE,Positive,ashley allergic to defending herself and leon is goated.
1033,TRUE,756,en,FALSE,FALSE,Positive,Perfect in every conceivable way. Truly a 10/10 game.
1034,TRUE,742,en,FALSE,FALSE,Positive,"Resident Evil 4 Remake is a very fun survival horror game. The graphics look great and the gameplay is exciting. Fighting enemies can be challenging but enjoyable.Overall, it is a great game for players who like action and horror."
1035,TRUE,741,en,FALSE,FALSE,Positive,The residents are still evil but in spanish.
1036,TRUE,737,en,FALSE,FALSE,Positive,Now one of my favorite games of all time.
1037,TRUE,737,en,FALSE,FALSE,Positive,"I'm 4 hours in when does Ashley give me a foot job? I'll be waiting.edit: I beat the game and never received a foot job, I also decided that Ada Wong is hotter than Ashley but it's a very close battle."
1038,TRUE,736,en,FALSE,FALSE,Positive, AMAZING COMBAT
1039,TRUE,727,en,FALSE,FALSE,Positive,One of the best ever.
1040,TRUE,722,en,FALSE,FALSE,Positive,We'd ALL let Ashley peg us right?
1041,TRUE,718,en,FALSE,FALSE,Positive,Perfect mix of horror and action
1042,TRUE,716,en,FALSE,FALSE,Positive,best interactive movie ever
1043,TRUE,713,en,FALSE,FALSE,Positive,"Honestly this felt clunky and slow and bad at first, but I got acclimated and now the game is amazing, feels like old times."
1044,TRUE,712,en,FALSE,FALSE,Positive,gud gambe should by
1045,TRUE,711,en,FALSE,FALSE,Positive,95% the original
1046,TRUE,710,en,FALSE,FALSE,Positive,"love the way it is set up and has some jump factor to it, this is the first time playing this type of game."
1047,TRUE,710,en,FALSE,FALSE,Positive,Great game if you want to shorten your hearts lifespan by 30 years.
1048,TRUE,709,en,FALSE,FALSE,Positive,"Amazing game, amazing plot, you don't really need to play the previous ones to understand the story, the game is not too stressful and not too relaxing - exactly what a good game should be"
1049,TRUE,707,en,FALSE,FALSE,Positive,One of the best in the series!
1050,TRUE,705,en,FALSE,FALSE,Positive,One of the Best Action Zombie games of all time
1051,TRUE,693,en,FALSE,FALSE,Positive,Leon is tuff
1052,TRUE,688,en,FALSE,FALSE,Positive,"good graphics, decent fps on my system at 1440p , great story and alot different than ur typical resi games but it works so well."
1053,TRUE,684,en,FALSE,FALSE,Positive,Updated gameplay is fun. Such a good game!
1054,TRUE,684,en,FALSE,FALSE,Positive,i love this game so much due to its climax and specially ofc Leon S Kennedy
1055,TRUE,677,en,FALSE,FALSE,Positive,leon Kennedy is hot
1056,TRUE,672,en,FALSE,FALSE,Positive,"67/10. Went to rescue the presidents daughter, ended up in a rural European CrossFit program featuring chainsaws, while Ada swung through the chaos with a grappling hook and Leon simped like it was his full-time job.W speed"
1057,TRUE,667,en,FALSE,FALSE,Positive,im dead after leon did his one line (happened every second) but except that good game
1058,TRUE,662,en,FALSE,FALSE,Positive,leon is hot
1059,TRUE,658,en,FALSE,FALSE,Positive,It's a pretty decent game.
1060,TRUE,655,en,FALSE,FALSE,Positive,"no jill and not enough hot women, had to play with both hands :/"
1061,TRUE,654,en,FALSE,FALSE,Positive,This is THE game of all time
1062,TRUE,649,en,FALSE,FALSE,Positive,"peak , leon is my husband espesially hero hair leon. ok bye"
1063,TRUE,645,en,FALSE,FALSE,Positive,Greatest re in the franchise
1064,TRUE,644,en,FALSE,FALSE,Positive,"so far so good! this is my first Resi game and i haven't shat my pants yet so I'm counting my blessings, but so far its a 10/10 would recommend!"
1065,TRUE,636,en,FALSE,FALSE,Positive,Oh my god they enhanced the knife fighting :3 AND it feels MORE tense. It really works :D
1066,TRUE,634,en,FALSE,FALSE,Positive,Ts game is actually so peak. It has the corniest dialogue ever and it so  awesome..
1068,TRUE,621,en,FALSE,FALSE,Positive,cool unnecessary backflip scene10/10
1069,TRUE,619,en,FALSE,FALSE,Positive,"This was one of the first few survival horror games I picked up to build my confidence into the genre and I had a lot of fun screwing around as Leon S. Kennedy. Combat wise, it was really fun to parry the las plagas, stealth kill, and nuke the entire city. For a remake, looking back at the 2005 version, what made this game remarkably different is Ashley. Ashley Graham is given a fully different personality and useful most of the game. Love that her connection with Leon is wholesome so far. Cant wait to finish the game before I head onto Separate Ways :D"
1070,TRUE,618,en,FALSE,FALSE,Positive,I  love backflips
1071,TRUE,617,en,FALSE,FALSE,Positive,Bought the game just to play as Twunk Leon Kennedy with a tramp stamp and a thong
1072,TRUE,616,en,FALSE,FALSE,Positive,great game you just can't get bored playing it has a nice mix of puzzle solving and action the story is fun too
1073,TRUE,607,en,FALSE,FALSE,Positive,10/10 so far. I'm disappointed in myself for not playing the RE series sooner.
1074,TRUE,604,en,FALSE,FALSE,Positive,"Looks like your evil, has come to a resident 4.*Backflips*"
1075,TRUE,600,en,FALSE,FALSE,Positive,"Already finished the game on PS5, have replayed multiple times and it's always a fun experience. Highly recommend this particular game in the series."
1076,TRUE,598,en,FALSE,FALSE,Positive,LOVE HOW THEY REMASTER THIS GAME THIS IS ONE MY ALL TIME FAVORITE CHILDHOOD GAMES OF ALL TIME
1077,TRUE,597,en,FALSE,FALSE,Positive,"""I'm sure you boys didn't come all the way out here to roast marshmallows"""
1078,TRUE,596,en,FALSE,FALSE,Positive,ada mommy was in it so im happy #weloveadaroundtheseparts
1079,TRUE,595,en,FALSE,FALSE,Positive,I'll finish the review when I'm back from bingo
1080,TRUE,594,en,FALSE,FALSE,Positive,"I haven t finished it yet but as someone who was opposed at the idea of remaking Resident Evil 4 (because I love the original and it seemed redundant) playing it reeally changed my mind, it a great way to re-imagine the original game that feels like the recent remakes while also feeling so close to the original."
1081,TRUE,591,en,FALSE,FALSE,Positive,Resident Evil 4 was the best Resident Evil for a long time. This is even better!
1084,TRUE,566,en,FALSE,FALSE,Positive,definately an approvement over the original
1085,TRUE,560,en,FALSE,FALSE,Positive,these residents are pretty evil
1086,TRUE,560,en,FALSE,FALSE,Positive,Great game with my goat Leon Kennedy
1087,TRUE,558,en,FALSE,FALSE,Positive,one of the best games ever
1088,TRUE,557,en,FALSE,FALSE,Positive,I LIKE it so good game thx capcom for this game
1089,TRUE,545,en,FALSE,FALSE,Positive,"The game is good but it's false advertising. Sure the residents are evil but there is WAY more than 4 of them. Not even 10 minutes in and the game should be more like ""Resident Evil 68 angry villagers"""
1090,TRUE,534,en,FALSE,FALSE,Positive,"Where's everyone going, bingo?"
1091,TRUE,529,en,FALSE,FALSE,Positive,This game is so good you should pirate it!
1093,TRUE,526,en,FALSE,FALSE,Positive,TOP 5 residents that have a problem with me i think they might be a little evil
1094,TRUE,521,en,FALSE,FALSE,Positive,Pretty good remake. Original is still better but this is a great game.
1095,TRUE,519,en,FALSE,FALSE,Positive,One of the best games when i was a child and the remake is just as good
1096,TRUE,518,en,FALSE,FALSE,Positive,my game very laggy and slow pls fix thank you.
1097,TRUE,512,en,FALSE,FALSE,Positive,it's the perfect game... what needs to be said? no other action horror game even comes close...
